sID,PosX,PosY,PosZ,Area,Intensity_Center_Ch_01,Intensity_Center_Ch_02,Intensity_Max_Ch_01,Intensity_Max_Ch_02,Intensity_Mean_Ch_01,Intensity_Mean_Ch_02,Intensity_Median_Ch_01,Intensity_Median_Ch_02,Intensity_Min_Ch_01,Intensity_Min_Ch_02,Intensity_StdDev_Ch_01,Intensity_StdDev_Ch_02,Intensity_Sum_Ch_01,Intensity_Sum_Ch_02,Sphericity,Volume
712,47.5249,17.4044,16.5479,355.907,281.566,460.902,289,556,271.306,419.375,270.953,414.848,254,337,7.70085,43.3885,86818,134200,8107.27,460.884
713,103.861,30.5527,17.5377,546.1,539.148,439.734,567,502,368.149,357.799,350.051,351.961,270,272,65.2167,47.5101,207268,201441,8136,880.641
714,77.1091,78.4422,16.0576,121.342,296.321,370,301,414,286.662,369.324,286,365.961,269,328,7.7917,20.1347,20353,26222,7310.78,78.5666
715,111.219,94.949,17.5544,735.596,343.648,386.255,522,610,329.39,374.783,314.719,361.641,258,270,50.5834,61.6422,214433,243984,6263.64,929.98
716,190.255,104.201,16.6688,532.246,504.634,364.692,672,427,398.273,310.736,375.691,304.938,283,241,79.2472,37.8446,227414,177430,8130.55,846.49
717,27.4983,106.186,16.8548,443.973,494.61,460.585,528,530,355.406,365.327,337.063,351.582,268,269,57.2572,56.8251,148915,153072,8040.12,634.165
718,201.542,151.968,17.8805,1109.3,654.714,2192.95,699,2351,335.44,648.491,303.5,480.453,251,269,80.4899,389.932,516913,999324,7678.07,2337.35
719,148.377,161.103,17.0943,389.874,314.788,377.114,378,493,315.023,371.373,308.699,361.75,265,293,23.4724,45.9342,95452,112526,7272.03,448.893
720,70.5448,198.235,16.9709,729.246,1029.42,618.016,1499,898,504.994,369.086,403.805,324,280,242,237.706,114.408,473684,346203,8525.19,1457.61
721,86.1931,203.022,16.4309,406.269,461.937,318.891,711,471,395.228,325.149,375.844,315.773,271,249,90.9623,47.0703,124892,102747,7330.21,483.246
722,99.8945,206.555,16.6981,642.416,418.533,330.883,772,557,405.013,334.053,387.992,322.25,278,244,85.035,56.2586,243818,201100,7557.08,1005.84
723,219.842,211.565,17.2028,805.132,295.377,475.155,488,1288,302.298,522.832,288.801,454.57,253,291,42.4775,200.234,266022,460092,7310.01,1342.62
724,184.555,219.926,17.8668,553.198,431.571,1108.02,450,1240,297.411,508.745,284.551,440.781,253,310,38.5748,184.978,171309,293037,7883.51,856.395
725,30.3341,34.2923,19.7221,455.094,297.954,575.379,318,663,274.666,454.306,270.984,436.578,250,326,13.979,73.1344,106845,176725,7379.73,578.742
726,181.635,50.4267,19.1605,157.271,290.401,473.148,302,553,276.244,429.622,275.984,416.18,257,342,9.88723,51.755,32873,51125,9458.75,170.608
727,143.834,103.399,18.3784,578.547,506.731,707.036,1045,908,364.528,459.007,315.484,417.375,257,280,131.203,129.416,263554,331862,9017.78,1120.55
728,179.138,113.472,17.8499,742.748,1246.93,716.157,1375,822,525.944,367.026,423.766,321.992,283,248,244.303,115.259,560656,391250,8885.66,1594.3
729,44.9612,152.586,18.5069,508.155,585.389,439.527,636,484,386.857,312.534,367.977,302.125,298,244,67.1575,40.0806,214319,173144,8302.29,814.826
730,219.53,156.319,19.2844,597.828,383.352,924.066,411,1092,295.446,491.481,284.664,441.492,254,299,31.9306,145.786,212721,353866,8420.07,1061.97
731,51.5619,205.875,19.9358,73.8105,272.626,378.122,279,419,271.78,376.683,270.961,374.84,265,334,3.6394,19.5665,11143,15444,7080.97,35.5296
732,34.9844,67.9072,19.4885,732.179,308.536,435.262,335,699,285.875,417.611,281.984,403.609,257,301,17.0399,66.3782,203543,297339,6784.72,1041.11
733,55.1428,151.284,20.4309,218.302,438.678,343.785,473,378,366.006,291.784,354.406,286.945,308,252,39.0305,24.6017,62587,49895,8628.85,243.103
734,185.008,152.158,21.1587,520.792,368.972,944.369,467,1404,319.3,567.422,306.219,481.828,257,258,45.1975,242.287,180085,320026,8082.11,812.002
735,84.2828,194.062,20.0034,388.391,320.584,652.073,344,706,289.296,461.137,282.813,435.336,255,296,21.5534,98.479,88814,141569,7278.43,446.926
736,108.993,52.9654,20.1949,1041.57,789.952,516.007,1310,915,510.862,404.263,421.531,357.539,257,245,225.866,121.214,830662,657332,8254.37,2370.46
737,174.537,182.244,20.1295,544.476,313.754,532.606,339,702,287.296,455.168,283.906,438.984,253,330,18.2126,79.7732,188466,298590,8427.77,924.295
738,122.468,197.208,22.2643,208.801,279.416,394.555,295,478,274.698,403.325,275.875,401.473,259,335,7.519,36.216,34612,50819,7745.28,193.387
739,315.537,22.0228,17.748,547.638,420.46,1228.09,453,1422,300.316,550.833,283.352,442.176,251,317,41.8614,237.462,197908,362999,8813.21,997.048
740,312.498,103.565,16.2251,445.394,352.755,882.488,376,899,295.028,501.751,286.883,457.965,254,320,26.524,131.303,145449,247363,8964.1,750.154
741,222.255,117.709,16.0925,1069.89,460.727,1127.96,963,1717,372.321,511.107,321.375,404.383,255,256,118.071,266.282,551035,756439,7719.17,2231.72
742,381.746,126.892,18.1457,54.24,308.249,337.871,316,359,305.848,321.152,304.926,316.797,295,286,4.80675,19.1993,10093,10598,8942.57,31.7649
743,272.455,149.227,18.107,628.346,601.968,2018.18,712,2434,348.526,744.721,301.422,537.719,251,286,105.716,492.295,303915,649397,9320.13,1332.62
744,236.68,195.991,16.1039,1752.75,475.094,1345.6,704,2323,323.219,622.419,292.609,481.754,252,300,73.3085,345.401,1048850,2019750,7856.71,4805.24
745,277.157,216.212,17.8177,400.499,342.508,725.936,383,874,299.46,500.54,291,459.25,255,321,30.0994,133.87,125773,210227,8877.96,630.443
746,255.764,104.335,19.6753,78.0309,259.894,381.616,278,446,266.791,387.023,266.984,383.75,258,350,4.6877,20.9634,11472,16642,7543.24,42.463
747,358.648,61.2227,20.2281,169.921,264.932,359.956,295,454,274.313,386.798,273.945,383.816,260,341,7.69913,25.1019,27157,38293,6528.38,109.863
748,237.66,100.617,20.8858,198.103,282.084,429.224,310,522,280.303,403.676,277.906,397.605,258,329,11.1044,42.5768,39803,57322,8340.88,199.723
749,229.28,160.126,19.4833,625.243,342.528,772.09,383,866,293.062,488.877,284.563,453.75,257,322,26.0914,122.741,235622,393057,8419.05,1135.64
750,384.108,177.862,20.1993,287.789,315,565.311,357,676,289.234,446.502,282.75,431.367,261,314,20.4914,77.3161,69127,106714,8333.41,349.236
751,243.04,113.615,21.4692,390.234,337.747,812.472,377,1114,296.083,514.08,285.777,447.758,256,317,28.4914,162.68,125539,217970,8886.65,607.251
752,346.926,166.088,22.0104,322.589,389.773,857.634,532,1455,325.665,582.536,304.785,482.805,251,292,59.0333,264.339,103887,185829,8873.89,455.428
753,204.18,224.371,16.5225,429.827,336.371,603.061,389,1009,297.082,488.586,288.5,457.82,255,307,26.7217,125.922,119724,196900,8173.19,619.158
754,197.455,235.459,17.0164,753.057,427.561,1112.72,487,1333,310.567,553.126,290.406,466.281,254,301,49.7942,220.948,248143,441948,7356.06,1225.98
755,81.4913,319.919,17.1767,246.325,326.632,469.731,371,590,308.057,410.175,301.617,394.133,264,316,23.3049,65.6314,59763,79574,8144.66,267.206
756,28.2854,354.667,16.3518,631.927,396.423,391.96,516,468,358.928,341.511,344.691,331.492,271,266,51.1361,42.613,235098,223690,7447.19,959.982
757,217.756,403.236,16.0706,189.431,312.692,462.387,327,523,294.699,408.211,294.762,406.32,264,317,16.5367,50.1332,36248,50210,7955.46,173.96
758,188.923,229.345,20.5053,661.908,369.622,842.026,430,1050,305.014,522.954,293.875,473.016,254,304,35.845,161.841,233641,400583,7777.5,1098.32
759,188.511,359.569,20.2636,379.408,304.647,455.04,313,485,283.685,390.219,281.938,382.5,257,325,11.3288,35.1724,103545,142430,8081.63,504.874
760,161.766,392.063,18.3399,234.816,287.744,360.812,323,494,289.638,382.89,287.883,372.922,265,330,12.8236,36.003,47211,62411,7068.27,201.065
761,26.5995,406.902,18.2966,195.675,574.192,370.147,641,421,426.409,306.939,395.016,295.855,295,244,97.4318,41.8867,56286,40516,7937.81,182.024
762,59.6715,407.105,20.0485,105.421,436.44,344.108,595,431,384.034,324.638,361.484,315.441,290,260,75.8858,44.8394,22274,18829,8517.98,80.0146
763,71.6274,235.8,21.2149,260.046,298.983,437.86,319,561,284.117,415.417,280.938,395.352,261,328,13.5229,54.5646,63358,92638,8657.12,317.621
764,70.2636,246.843,20.1381,150.968,287.653,461.459,324,599,281.804,425.041,277.98,407.617,261,337,14.3235,59.5753,27335,41229,8341.05,132.872
765,106.411,252.357,20.6277,706.076,608.697,1978.33,751,2755,347.938,730.54,306.754,522,250,291,104.262,497.29,344111,722504,8621.13,1412.2
766,197.885,254.567,20.3497,425.89,504.298,1432.38,563,1934,329.998,650.597,300.129,523.766,250,293,73.1728,345.313,169619,334407,9423.6,756.041
767,103.479,386.792,20.6244,117.341,274.332,357.143,303,448,285.348,377.121,285.984,369.484,270,314,7.67817,28.5198,18833,24890,7477.86,77.2881
768,17.3622,283.635,22.1237,158.143,287.273,400.506,299,457,280.956,375.451,279.922,369.598,266,332,7.07294,25.4168,31748,42426,8541.67,147.626
769,254.06,287.845,17.4324,818.64,545.025,1612.71,619,1982,335.958,560.239,319.379,417.578,252,285,66.4935,313.13,357123,595534,8209.37,1638.24
770,283.054,284.515,15.6596,736.351,528.884,1257.45,741,2102,347.46,630.058,316.625,484.625,256,278,87.8259,359.021,333214,604226,8524.79,1478.86
771,358.159,389.072,17.3852,399.604,456.178,1015.95,503,1227,335.378,537.888,311.613,465.293,264,294,60.6749,199.737,143877,230754,9087.18,650.672
772,302.756,318.848,18.5619,725.93,497.762,1219.3,605,1634,324.439,558.991,293.703,435.328,257,294,72.9691,281.187,274475,472906,7866.22,1283.11
773,372.467,366.361,19.6209,315.22,544.831,343.568,579,394,383.116,288.82,364.871,283.914,292,240,57.1026,29.2179,102292,77115,7801.57,362.634
774,332.131,388.942,19.0709,75.7662,279.925,357.605,290,416,281.024,372.071,280.977,370.844,269,331,5.84981,20.8888,11803,15627,7473.46,40.0654
775,277.617,256.363,21.7264,208.688,304.024,486.92,348,683,290.545,436.09,285.781,417.078,260,317,18.5573,76.8679,45325,68030,8489.49,221.739
776,293.88,307.865,21.4269,240.642,319.778,612.481,342,771,294.033,470.047,289.793,445.211,261,325,21.1999,98.4713,62629,100120,9409.41,320.388
777,238.45,311.089,21.1865,337.471,307.338,544.505,360,744,291.376,450.647,286.617,430.367,259,310,20.2129,88.9908,89161,137898,8593.22,464.369
778,276.634,397.329,20.9823,150.951,288.302,375.292,307,437,284.971,368.923,284.898,366.816,266,324,9.06308,24.4709,29637,38368,7846.93,121.22
779,130.662,19.0018,22.8576,512.673,737.339,518.988,1023,777,497.421,406.869,433.824,370.449,280,254,187.842,117.992,295468,241680,8490.71,853.986
780,4.27906,42.4443,23.4855,125.62,271.727,460.293,277,476,267.533,402.222,266.969,395.563,253,344,4.71754,34.7412,24078,36200,8105.63,96.615
781,21.8951,44.3773,19.6612,861.725,360.134,340.681,627,516,364.683,359.793,341.715,355.383,260,249,79.3428,50.8606,343167,338565,6766.23,1323.88
782,130.588,66.0251,23.4217,61.263,274.906,323.065,294,403,281.029,355.429,279.984,353.859,271,329,5.43293,16.3924,9836,12440,7531.48,29.4708
783,176.575,79.2231,24.0933,100.841,306.645,343.174,325,409,299.537,356.582,297.906,350.992,274,310,12.7561,23.1485,20069,23891,7319.58,59.6289
784,16.5308,83.7879,24.47,119.947,333.176,299.175,368,361,341.139,310.181,342.852,309.684,310,274,15.8546,23.5151,24562,22333,6260.32,61.1861
785,122.441,85.543,21.4467,778.691,459.5,396.309,641,591,389.994,359.017,366.359,347.953,269,251,80.0874,61.6587,340465,313422,7095.47,1221.22
